Region,Location,Item,Price
Kanto,Celadon City Department Store - 4F,Poké Doll,300 PokéYen
Kanto,Celadon City Department Store - 4F,Retro Mail, PokéYen
Kanto,Celadon City Department Store - 4F,Fire Stone,5000 PokéYen
Kanto,Celadon City Department Store - 4F,Thunderstone,5000 PokéYen
Kanto,Celadon City Department Store - 4F,Water Stone,5000 PokéYen
Kanto,Celadon City Department Store - 4F,Leaf Stone,5000 PokéYen
Kanto,Celadon City Department Store - 4F,Headband, PokéYen
Kanto,Celadon City Department Store - 4F,Flat Cap, PokéYen
Kanto,Celadon City Department Store - 4F,Bow,25000 PokéYen
Kanto,Celadon City Department Store - 4F,Cap,7000 PokéYen
Kanto,Celadon City Department Store - 4F,Stripy Cap,5000 PokéYen
Kanto,Celadon City Department Store - 4F,Reflective Goggles, PokéYen
Kanto,Celadon City Department Store - 4F,Peaked Cap,9000 PokéYen
Kanto,Celadon City Department Store - 4F,Backwards Cap, PokéYen
