Region,Location,Item,Price
Sinnoh,Veilstone Department Store - 2F,X Attack,2000 PokéYen
Sinnoh,Veilstone Department Store - 2F,X Special,2000 PokéYen
Sinnoh,Veilstone Department Store - 2F,X Defend,2500 PokéYen
Sinnoh,Veilstone Department Store - 2F,X Sp. Def,2500 PokéYen
Sinnoh,Veilstone Department Store - 2F,X Speed,2000 PokéYen
Sinnoh,Veilstone Department Store - 2F,X Accuracy,1500 PokéYen
Sinnoh,Veilstone Department Store - 2F,Dire Hit,1500 PokéYen
Sinnoh,Veilstone Department Store - 2F,Guard Spec,1500 PokéYen
Sinnoh,Veilstone Department Store - 2F,HP Up, PokéYen
Sinnoh,Veilstone Department Store - 2F,Protein,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Iron,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Calcium,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Zinc,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Carbos,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Hyper HP Up,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Hyper Protein,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Hyper Iron,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Hyper Calcium,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Hyper Zinc,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Hyper Carbos,3650 PokéYen
